TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1625,晕船,Yun Chuan,,,,Synonymous terms,"v1,v2",0
1626,晕眩,Yun Xuan,,,,Ontological terms,"v1,v2",0
1627,运动劳损,Yun Dong Lao Sun,,,,Synonymous terms,"v1,v2",0
1628,脏器下垂,Zang Qi Xia Chui,,脾,中气下陷,Ontological terms,"v1,v2",0
1629,脏血,Zang Xie,,,,,v1,1
1630,早产,Zao Chan,早产是指妊娠满28周至不足37周间分娩者,子宫,肝肾亏虚,Synonymous terms,"v1,v2",0
1631,早泄,Zao Xie,,肾,肾虚肝郁,Ontological terms,"v1,v2",0
1632,燥咳,Zao Ke,燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少，喉中声哑，烦渴引饮，大便秘涩，肌肤枯燥。,肺,肺阴虚,,v1,1
1633,燥咳少痰,Zao Ke Shao Tan,,肺,温燥伤肺,Ontological terms,"v1,v2",0
1634,燥渴,Zao Ke,,肺,温燥伤肺,Ontological terms,"v1,v2",0
1635,燥热,Zao Re,,肝肺,温燥伤肺,Ontological terms,"v1,v2",0
1636,燥痰,Zao Tan,痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白，或咯出如米粒状痰，涩而难出，或兼见面白色枯，皮毛干焦，口干咽燥，咳嗽喘促等。治以清肺、润肺为主,肝肺,温燥伤肺,Synonymous terms,"v1,v2",0
1637,憎寒,Zeng Han,是一种外有寒战，内有烦热的症状。这是由于热邪内伏，阳气被阻，不能透达所致。,肺,寒证,Synonymous terms,"v1,v2",0
1638,痄腮,Zha Sai,"痄腮,中医病名。痄腮是因感受风温邪毒，壅阻少阳经脉引起的时行疾病。以发热、耳下腮部漫肿疼痛为临床主要特征。",,,Ontological terms,"v1,v2",0
1639,谵狂,Zhan Kuang,,心,邪热扰心,Ontological terms,"v1,v2",0
1640,谵语,Zhan Yu,神志不清、胡言乱语。,心,邪热扰心,Ontological terms,"v1,v2",0
1641,胀满,Zhang Man,,脾胃,脾虚,Ontological terms,"v1,v2",0
1642,胀痛,Zhang Tong,指疼痛且有胀的感觉,,脾虚,Ontological terms,"v1,v2",0
1643,真元不足,Zhen Yuan Bu Zu,,肝肾,肾虚,Synonymous terms,"v1,v2",0
1644,怔忡,Zheng Chong,"怔忡，为病名，首见于《济生方·惊悸怔忡健忘门》中“惊者，心卒动而不宁也；悸者,心跳动而怕惊也；怔忡者，心中躁动不安，惕惕然后人将捕之也”,是心悸的一种，是指多因久病体虚、心脏受损导致气血、阴阳亏虚，或邪毒、痰饮、瘀血阻滞心脉，日久导致心失濡养，心脉不畅，从而引起的心中剔剔不安，不能自控的一种病证，常和惊悸合并称为心悸。",,,Ontological terms,"v1,v2",0
1645,癥积,Zheng Ji,,肝,瘀血阻滞,Synonymous terms,"v1,v2",0
1646,癥瘕,Zheng Jia,,肝,瘀血阻滞,Ontological terms,"v1,v2",0
1647,癥瘕腹痛,Zheng Jia Fu Tong,,肝,瘀血阻滞,Ontological terms,"v1,v2",0
1648,癥瘕痞块,Zheng Jia Pi Kuai,,肝,瘀血阻滞,Ontological terms,"v1,v2",0
1649,癥块,Zheng Kuai,,肝,瘀血阻滞,Synonymous terms,"v1,v2",0
1650,支气管扩张,Zhi Qi Guan Kuo Zhang,支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化，使支气管壁的肌肉和弹性组织破坏，导致支气管变形及持久扩张。典型的症状有慢性咳嗽、咳大量脓痰和反复咯血。,肺,肺气虚,Synonymous terms,"v1,v2",0
1651,支气管扩张出血,Zhi Qi Guan Kuo Zhang Chu Xie,,肺,肺气虚,Synonymous terms,"v1,v2",0
1652,肢浮肿,Zhi Fu Zhong,,脾,脾气虚,Ontological terms,"v1,v2",0
1653,肢节疼痛,Zhi Jie Teng Tong,,脾肝,肝气郁滞,Ontological terms,"v1,v2",0
1654,肢倦乏力,Zhi Juan Fa Li,,脾,脾气虚,Synonymous terms,"v1,v2",0
1655,肢冷,Zhi Leng,,肾,肾阳虚,Ontological terms,"v1,v2",0
1656,肢麻,Zhi Ma,,肝 脾,血虚,Ontological terms,"v1,v2",0
1657,肢酸,Zhi Suan,,四肢,,Ontological terms,"v1,v2",0
1658,肢体不利,Zhi Ti Bu Li,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1659,肢体不用,Zhi Ti Bu Yong,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1660,肢体沉重,Zhi Ti Chen Zhong,,四肢,湿邪犯脾,Synonymous terms,"v1,v2",0
1661,肢体乏力,Zhi Ti Fa Li,,脾,脾气虚,Synonymous terms,"v1,v2",0
1662,肢体浮肿,Zhi Ti Fu Zhong,,脾,湿盛伤脾,Synonymous terms,"v1,v2",0
1663,肢体关节疼痛,Zhi Ti Guan Jie Teng Tong,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1664,肢体活动受限,Zhi Ti Huo Dong Shou Xian,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1665,肢体肌肉萎缩,Zhi Ti Ji Rou Wei Suo,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1666,肢体拘挛,Zhi Ti Ju Luan,,四肢,脾气虚,Ontological terms,"v1,v2",0
1667,肢体困重,Zhi Ti Kun Zhong,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1668,肢体剌痛,Zhi Ti La Tong,,四肢,淤血阻滞,Synonymous terms,"v1,v2",0
1669,肢体麻木,Zhi Ti Ma Mu,肢体麻木是指肢体感觉丧失，发病原因有营养缺乏和代谢障碍性肢体麻木、中毒性神经性麻木、感染引起的神经炎性麻木、急性多发性神经根炎性麻木、脊椎骨质增生性麻木、骨髓病性麻木、动脉硬化性麻木、植物神经功能紊乱性麻木,四肢,血虚,Ontological terms,"v1,v2",0
1670,肢体麻木拘挛,Zhi Ti Ma Mu Ju Luan,,四肢,血虚,Synonymous terms,"v1,v2",0
1671,肢体酸痛,Zhi Ti Suan Tong,,四肢,,Synonymous terms,"v1,v2",0
1672,肢体酸重,Zhi Ti Suan Zhong,,四肢,,Ontological terms,"v1,v2",0
1673,肢体疼痛,Zhi Ti Teng Tong,,四肢,脾气虚,Ontological terms,"v1,v2",0
1674,肢体胸痛,Zhi Ti Xiong Tong,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1675,脂溢性脱发,Zhi Yi Xing Tuo Fa,,,肝经湿热,Synonymous terms,"v1,v2",0
1676,痔疮出血,Zhi Chuang Chu Xie,,大肠,大肠湿热,Ontological terms,"v1,v2",0
1677,痔疮痛,Zhi Chuang Tong,,大肠,热毒,Ontological terms,"v1,v2",0
1678,痔疮肿,Zhi Chuang Zhong,,大肠,热毒,Ontological terms,"v1,v2",0
1679,痔疮肿痛,Zhi Chuang Zhong Tong,,大肠,热毒,Ontological terms,"v1,v2",0
1680,痔血,Zhi Xie,,大肠,热伤血络,Ontological terms,"v1,v2",0
1681,痔肿,Zhi Zhong,,大肠,血热,Ontological terms,"v1,v2",0
1682,智能减退,Zhi Neng Jian Tui,智能减退是一种常见的症状，如果是在18岁以后出现称为痴呆，18岁之前出现的则称为精神发育迟滞，儿童及成人皆可发病，其发病率随年龄的增长而增高,脑 肾,,Synonymous terms,"v1,v2",0
1683,中风,Zhong Feng,中风，中医病名，有外风和内风之分，外风因感受外邪（风邪）所致，在《伤寒论》名曰中风（亦称桂枝汤证）；内风属内伤病证，又称脑卒中，卒中等。现代一般称中风，多指内伤病证的类中风，多因气血逆乱、脑脉痹阻或血溢于脑所致。以突然昏仆、半身不遂、肢体麻木、舌蹇不语，口舌歪斜，偏身麻木等为主要表现的脑神疾病。并具有起病急、变化快，如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,心脑,五脏亏虚,Ontological terms,"v1,v2",0
1684,中风后遗症,Zhong Feng Hou Yi Zheng,中风是中医学的疾病名称，也是人们对急性脑血管疾病的统称和俗称，本病是一组以脑部缺血及出血性损伤症状为主要临床表现的疾病，又称脑卒中或脑血管意外，具有极高的病死率和致残率，主要分为出血性脑中风（脑出血或蛛网膜下腔出血）和缺血性脑中风（脑梗死、脑血栓形成）两大类。出血性脑中风早期死亡率很高，约有半数病人于发病数日内死亡，幸存者中多数留有不同程度的运动障碍、认知障碍、言语吞咽障碍等后遗症。缺血性脑中风患者临床上以偏瘫为主要后遗症。多发生于50岁以后，男性略多于女性。,心脑,肝肾亏虚,Synonymous terms,"v1,v2",0
1685,中暑,Zhong Shu,中暑是指长时间暴露在高温环境中、或在炎热环境中进行体力活动引起机体体温调节功能紊乱所致的一组临床症候群，以高热、皮肤干燥以及中枢神经系统症状为特征。,肺,暑热,Ontological terms,"v1,v2",0
1686,肿毒,Zhong Du,,,热毒,Ontological terms,"v1,v2",0
1687,肿痛,Zhong Tong,指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,,,Ontological terms,"v1,v2",0
1688,肿痛羞明,Zhong Tong Xiu Ming,,,热证,Ontological terms,"v1,v2",0
1689,肿硬作痛,Zhong Ying Zuo Tong,,,气滞,Synonymous terms,"v1,v2",0
1690,肿胀,Zhong Zhang,肿胀本是两个概念，肿是肿，胀是胀。肿多与肾脏关系密切，肾脏本是水火之脏，左为肾，重在精液，津液之容之。右之命门，是人之生命之本源，主真火所藏，人之身阴阳的盛衰，水道畅达，人体躯干就不会肿。水液潴留，泛滥肌肤，多表现以头面、眼睑、四肢、腹背、甚至全身性肿为特征的一类病症,,,Ontological terms,"v1,v2",0
1691,肿胀麻木,Zhong Zhang Ma Mu,,,气滞,Synonymous terms,"v1,v2",0
1692,周身不适,Zhou Shen Bu Shi,,,气虚,Synonymous terms,"v1,v2",0
1693,周身乏力,Zhou Shen Fa Li,,肝肾,气虚,Synonymous terms,"v1,v2",0
1694,转筋挛急,Zhuan Jin Luan Ji,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1695,转筋挛痛,Zhuan Jin Luan Tong,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1696,壮热,Zhuang Re,壮热是指病人自觉热甚，或恶热，喜弃衣被，扪之肌肤烙手，测其体温39℃以上者，多因外邪入里，邪正相搏，阳热内盛，蒸达于外所致。常见于外感温热病气分阶段，属里实热证，多兼面赤、汗多、烦渴饮冷、舌红苔黄等热盛之症。,,,Ontological terms,"v1,v2",0
1697,灼热,Zhuo Re,,,热证,Synonymous terms,"v1,v2",0
1698,灼痛,Zhuo Tong,中医学名词，指疼痛有灼热之感，而且喜冷恶热。常因火邪窜络，或阴虚火旺，组织被灼所致。,,,Synonymous terms,"v1,v2",0
1699,浊涕,Zhuo Ti,浊涕指鼻涕浓稠秽浊。常见于鼻渊等病，出《素问·气厥论》。多因肺、胆蕴热上薰鼻窍等所致,肺,肺热,Synonymous terms,"v1,v2",0
1700,浊涕臭气,Zhuo Ti Chou Qi,,肺,肺热,Synonymous terms,"v1,v2",0
1701,子烦,Zi Fan,指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,子宫,热证,Ontological terms,"v1,v2",0
1702,子宫出血,Zi Gong Chu Xie,,子宫,脾气虚,Ontological terms,"v1,v2",0
1703,子宫功能性出血,Zi Gong Gong Neng Xing Chu Xie,,子宫,脾气虚,Synonymous terms,"v1,v2",0
1704,子宫脱垂,Zi Gong Tuo Chui,子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降，宫颈外口达坐骨棘水平以下，甚至子宫全部脱出于阴道口以外，常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱、直肠相邻，因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,子宫,中气下陷,Ontological terms,"v1,v2",0
1705,子痫抽搐,Zi Xian Chou Chu,,子宫,肝肾亏虚,Synonymous terms,"v1,v2",0
1706,紫斑,Zi Ban,也称之肌衄，多数指血液溢出肌肤之间，皮肤表现青紫斑点或斑块的病证。西医的血液病、维生素缺乏症等所致皮下紫癜，均可参照本证辨证论治。另外在微电子封装领域中，紫斑主要是指引线键合中的Au-Al焊接界面上所产生的Au-Al化合物，其成分为AuAl2，它的存在会严重影响到引线键合的质量和可靠性。,,,Ontological terms,"v1,v2",0
1707,自汗,Zi Han,中医病症名。自汗属于中医汗证范畴， 指由于阴阳失调、腠理不固，而致汗液外泄失常的病证,肾,气虚,Ontological terms,"v1,v2",0
1708,足抽搐,Zu Chou Chu,,四肢,筋脉失养,Synonymous terms,"v1,v2",0
1709,足跟疼痛,Zu Gen Teng Tong,,四肢,肾虚,Synonymous terms,"v1,v2",0
1710,足胫红肿热痛,Zu Jing Hong Zhong Re Tong,,四肢,热证,Synonymous terms,"v1,v2",0
1711,足拘挛,Zu Ju Luan,,四肢,阴虚,Synonymous terms,"v1,v2",0
1712,足冷,Zu Leng,,四肢,阳虚,Ontological terms,"v1,v2",0
1713,足麻木,Zu Ma Mu,,四肢,肝血虚,Ontological terms,"v1,v2",0
1714,足痿筋挛,Zu Wei Jin Luan,,四肢,肝血虚,Ontological terms,"v1,v2",0
1715,足膝红肿,Zu Xi Hong Zhong,,四肢,热证,Synonymous terms,"v1,v2",0
1716,足膝红肿热痛,Zu Xi Hong Zhong Re Tong,,四肢,热证,Synonymous terms,"v1,v2",0
1717,足肿胀,Zu Zhong Zhang,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1718,下疳,Xia Gan,,,,Ontological terms,v2,0
1719,下痢,Xia Li,,,,Ontological terms,v2,0
1720,不得平卧,Bu De Ping Wo,,,,Ontological terms,v2,0
1721,不眠,Bu Mian,,,,Ontological terms,v2,0
1722,不语,Bu Yu,,,,Ontological terms,v2,0
1723,不饥食少,Bu Ji Shi Shao,,,,Ontological terms,v2,0
1724,丝虫病,Si Chong Bing,,,,Ontological terms,v2,0
1725,中恶昏迷,Zhong E Hun Mi,,,,Ontological terms,v2,0
1726,中暑发痧,Zhong Shu Fa Sha,,,,Ontological terms,v2,0
1727,中风痰迷,Zhong Feng Tan Mi,,,,Ontological terms,v2,0
1728,久不收口,Jiu Bu Shou Kou,,,,Ontological terms,v2,0
1729,久咳胸痛,Jiu Ke Xiong Tong,,,,Ontological terms,v2,0
1730,久溃不敛,Jiu Kui Bu Lian,,,,Ontological terms,v2,0
1731,久疟,Jiu Nve,,,,Ontological terms,v2,0
1732,乳房结块,Ru Fang Jie Kuai,,,,Ontological terms,v2,0
1733,乳痈肿痛,Ru Yong Zhong Tong,,,,Ontological terms,v2,0
1734,乳糜尿,Ru Mi Niao,,,,Ontological terms,v2,0
1735,乳腺炎,Ru Xian Yan,,,,Ontological terms,v2,0
1736,乳腺癌,Ru Xian Ai,乳房胀痛，但无周期性发作特点。晚期常伴有乳头凹陷、溢血，表皮呈橘皮样改变。乳房可扪及肿块，有压痛。,乳房,,Ontological terms,v2,0
1737,乳蛾,Ru E,咽部扁桃体肿大，形状如蚕蛾或乳头。,咽部,肺胃热盛,Ontological terms,v2,0
1738,乳闭,Ru Bi,,,,Ontological terms,v2,0
1739,二便不利,Er Bian Bu Li,,,,Ontological terms,v2,0
1740,二便不通,Er Bian Bu Tong,,,,Ontological terms,v2,0
1741,亦气疼痛,Yi Qi Teng Tong,,,,Ontological terms,v2,0
1742,产后发热,Chan Hou Fa Re,产后发热是指产褥期内，出现发热持续不退，或低热持续，或突然高热寒战，并伴有其他症状者。,机体,,Ontological terms,v2,0
1743,产后手足浮肿,Chan Hou Shou Zu Fu Zhong,,,,Ontological terms,v2,0
1744,产后无乳,Chan Hou Wu Ru,生产后，产妇乳汁少，或无乳汁分泌。,乳房,脾虚;肝郁气滞、瘀血阻络,Ontological terms,v2,0
1745,产后淤阻,Chan Hou Yu Zu,,,,Ontological terms,v2,0
1746,产后瘀滞,Chan Hou Yu Zhi,,,,Ontological terms,v2,0
1747,产后瘀滞腹痛,Chan Hou Yu Zhi Fu Tong,,,,Ontological terms,v2,0
1748,产后瘀血,Chan Hou Yu Xie,,,,Ontological terms,v2,0
1749,产后瘀血腹痛,Chan Hou Yu Xie Fu Tong,,,,Ontological terms,v2,0
1750,产后瘀阻,Chan Hou Yu Zu,,,,Ontological terms,v2,0
1751,产后瘀阻腹痛,Chan Hou Yu Zu Fu Tong,,,,Ontological terms,v2,0
1752,产后缺乳,Chan Hou Que Ru,生产后，产妇乳汁少，或无乳汁分泌。,乳房,脾虚;肝郁气滞、瘀血阻络,Ontological terms,v2,0
1753,产后血虚发热,Chan Hou Xie Xu Fa Re,,,,Ontological terms,v2,0
1754,伤酒,Shang Jiu,,,,Ontological terms,v2,0
1755,伤酒口渴,Shang Jiu Kou Ke,,,,Ontological terms,v2,0
1756,伤酒吐血,Shang Jiu Tu Xie,,,,Ontological terms,v2,0
1757,伤食,Shang Shi,,,,Ontological terms,v2,0
1758,伤食腹痛腹泻,Shang Shi Fu Tong Fu Xie,,,,Ontological terms,v2,0
1759,体倦乏力,Ti Juan Fa Li,,,,Ontological terms,v2,0
1760,体虱,Ti Shi,,,,Ontological terms,v2,0
1761,作喘,Zuo Chuan,,,,Ontological terms,v2,0
1762,便塘,Bian Tang,,,,Ontological terms,v2,0
1763,偏正头痛,Pian Zheng Tou Tong,,,,Ontological terms,v2,0
1764,健忘多梦,Jian Wang Duo Meng,,,,Ontological terms,v2,0
1765,关窍不通,Guan Qiao Bu Tong,,,,Ontological terms,v2,0
1766,关节痿软,Guan Jie Wei Ruan,,,,Ontological terms,v2,0
1767,关节肿胀,Guan Jie Zhong Zhang,,,,Ontological terms,v2,0
1768,关节酸,Guan Jie Suan,,,,Ontological terms,v2,0
1769,内伤出血,Nei Shang Chu Xie,,,,Ontological terms,v2,0
1770,冻疮,Dong Chuang,,,,Ontological terms,v2,0
1771,冻疮.,Dong Chuang .,,,,Ontological terms,v2,0
1772,创伤,Chuang Shang,,,,Ontological terms,v2,0
1773,劳伤腰痛,Lao Shang Yao Tong,,,,Ontological terms,v2,0
1774,劳热,Lao Re,,,,Ontological terms,v2,0
1775,历节痹痛,Li Jie Bi Tong,,,,Ontological terms,v2,0
1776,历节风痛,Li Jie Feng Tong,,,,Ontological terms,v2,0
1777,原发性血小板减少性紫癜,Yuan Fa Xing Xie Xiao Ban Jian Shao Xing Zi Dian,,,,Ontological terms,v2,0
1778,发痧,Fa Sha,,,,Ontological terms,v2,0
1779,发背,Fa Bei,,,,Ontological terms,v2,0
1780,口㖞,Kou Wai,,,,Ontological terms,v2,0
1781,口眼㖞斜,Kou Yan Wai Xie,,,,Ontological terms,v2,0
1782,口眼喝斜,Kou Yan He Xie,,,,Ontological terms,v2,0
1783,口眼干燥综合征,Kou Yan Gan Zao Zong He Zheng,,,,Ontological terms,v2,0
1784,口蜗,Kou Gua,,,,Ontological terms,v2,0
1785,口,Kou ,,,,Ontological terms,v2,0
1786,后重,Hou Zhong,,,,Ontological terms,v2,0
1787,吐泻转筋,Tu Xie Zhuan Jin,,,,Ontological terms,v2,0
1788,吐酸,Tu Suan,呕吐，吐岀物为酸水，或吐出物中兼有酸水。,胃肠,胃热、脾胃虚寒、肝郁化火,Ontological terms,v2,0
1789,呕吐呃逆,Ou Tu E Ni,,,,Ontological terms,v2,0
1790,呕吐腹痛,Ou Tu Fu Tong,,,,Ontological terms,v2,0
1791,呕哕,Ou Yue,,,,Ontological terms,v2,0
1792,呕逆吐酸,Ou Ni Tu Suan,,,,Ontological terms,v2,0
1793,咯吐不出,Ge Tu Bu Chu,,,,Ontological terms,v2,0
1794,咳喘痰多,Ke Chuan Tan Duo,,,,Ontological terms,v2,0
1795,咳嗽气喘,Ke Sou Qi Chuan,,,,Ontological terms,v2,0
1796,咳痰,Ke Tan,,,,Ontological terms,v2,0
1797,咳逆,Ke Ni,,,,Ontological terms,v2,0
1798,咽喉干痛,Yan Hou Gan Tong,,,,Ontological terms,v2,0
1799,咽喉炎,Yan Hou Yan,,,,Ontological terms,v2,0
1800,咽肿,Yan Zhong,,,,Ontological terms,v2,0
1801,喉痹乳蛾,Hou Bi Ru E,,,,Ontological terms,v2,0
1802,喉痹肿痛,Hou Bi Zhong Tong,,,,Ontological terms,v2,0
1803,喉肿痛,Hou Zhong Tong,,,,Ontological terms,v2,0
1804,喉风,Hou Feng,,,,Ontological terms,v2,0
1805,噎膈,Ye Ge,因气、痰、瘀交结，阻隔于食管所致。以进食哽噎不顺或食不得入，或食入即吐，甚则因噎废食为特征,食管、胃,痰气交阻、津亏热结、 瘀血内结、气虚阳微,Ontological terms,v2,0
1806,噤口,Jin Kou,,,,Ontological terms,v2,0
1807,四肢抽搐,Si Zhi Chou Chu,,,,Ontological terms,v2,0
1808,四肢挛急疼痛,Si Zhi Luan Ji Teng Tong,,,,Ontological terms,v2,0
1809,四肢痿软,Si Zhi Wei Ruan,,,,Ontological terms,v2,0
1810,壮热烦渴,Zhuang Re Fan Ke,,,,Ontological terms,v2,0
1811,声哑,Sheng Ya,,,,Ontological terms,v2,0
1812,夏伤暑湿,Xia Shang Shu Shi,,,,Ontological terms,v2,0
1813,外伤出血,Wai Shang Chu Xie,,,,Ontological terms,v2,0
1814,外伤肿痛,Wai Shang Zhong Tong,,,,Ontological terms,v2,0
1815,外感发热,Wai Gan Fa Re,,,,Ontological terms,v2,0
1816,外感热病,Wai Gan Re Bing,,,,Ontological terms,v2,0
1817,夜盲,Ye Mang,,,,Ontological terms,v2,0
1818,大头瘟疫,Da Tou Wen Yi,,,,Ontological terms,v2,0
1819,大汗,Da Han,,,,Ontological terms,v2,0
1820,天疱疮,Tian Pao Chuang,,,,Ontological terms,v2,0
1821,失精,Shi Jing,,,,Ontological terms,v2,0
1822,失血,Shi Xie,,,,Ontological terms,v2,0
1823,头痛头晕,Tou Tong Tou Yun,,,,Ontological terms,v2,0
1824,头痛目赤,Tou Tong Mu Chi,,,,Ontological terms,v2,0
1825,头癣,Tou Xian,,,,Ontological terms,v2,0
1826,头虱,Tou Shi,,,,Ontological terms,v2,0
1827,头身疼痛,Tou Shen Teng Tong,,,,Ontological terms,v2,0
1828,奔豚,Ben Tun,"自觉有气从少腹、小腹向上窜，悸动奔走, 如小猪在窜动。",少腹部,水饮停聚,Ontological terms,v2,0
1829,妇人脏躁,Fu Ren Zang Zao,脏躁是指无故自悲，不能控制，或苦笑无常，哈欠频作， 发作与月经周期无关。,子宫,肾阴虚、肾阳虚、肾阴阳两虚、心肾不交,Ontological terms,v2,0
