TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
2088,白瘢风,Bai Ban Feng,皮肤出现白色点,皮肤,气滞证、气血失 和证,Ontological terms,v2,0
2089,白癜风,Bai Dian Feng,白癜风，是一种后天性局限性或泛发性皮肤色素脱失病。由于皮肤的黑素细胞功能消失引起，但机制还不清楚。全身各部位可发生。其主要表现为，局部皮肤呈乳白色斑，边缘清楚，周围皮色较深，斑内毛发亦变白，表面光滑，但一般不痛不痒，如果白斑面积较大，在夏日暴晒后，偶尔会有烧灼感。,,,Ontological terms,v2,0
2090,白细胞减少症,Bai Xi Bao Jian Shao Zheng,,,,Ontological terms,v2,0
2091,百日咳,Bai Ri Ke,阵发性痉挛性咳嗽，咳声末尾 有高声调回音,肺,,Ontological terms,v2,0
2092,皮炎,Pi Yan,皮炎代表皮肤对于化学制剂、蛋白、细菌与真菌等种种物质的变应性反应。皮炎是泛指，泛指皮肤的炎症，可以由多种疾病导致皮炎。比如常见的接触性皮炎、日光性皮炎、脂溢性皮炎等。每种皮炎的临床特点不尽相同，应加以区分，对因治疗，方有可能最好的治疗皮炎。,,,Ontological terms,v2,0
2093,皮癣,Pi Xian,皮肤出现苔癣样结节或斑块,皮肤,,Ontological terms,v2,0
2094,皮肤溃疡,Pi Fu Kui Yang,皮肤溃疡是中医外科常见病、多发病，是以皮肤溃疡为主要临床表现长期不能愈合为临床特征，皮肤组织缺损液化感染坏死的一种体表疾病，此处泛指中医外科疮疡类溃后长期未愈者。由于疮面难以愈合且消耗甚大，给患者造成了很大的心理压力和经济损失，严重影响患者的身体健康及生活质量。,,,Ontological terms,v2,0
2095,皮肤疥癣,Pi Fu Jie Xian,局部皮肤瘙痒顽固,皮肤,肌肤风 热证、肌肤湿热证、寒凝血涩肌肤证、肌肤失养证，或鹅掌 风、脚湿气,Ontological terms,v2,0
2096,皮肤顽癣,Pi Fu Wan Xian,,,,Ontological terms,v2,0
2097,目暗,Mu An,,,,Ontological terms,v2,0
2098,目涩痛,Mu Se Tong,,,,Ontological terms,v2,0
2099,目疼痛,Mu Teng Tong,眼内、目珠疼痛，或眼眶疼痛不适,眼,风热犯目证（风热壅盛）或虚火上炎证、里实热证,Ontological terms,v2,0
2100,目痛,Mu Tong,眼内、目珠疼痛，或眼眶疼痛不适,眼,风热犯目证（风热壅盛）或虚火上炎证、里实热证,Ontological terms,v2,0
2101,目羞明,Mu Xiu Ming,目珠每遇明亮温暖场所，即感眼睛涩痛，眼 睑难睁,眼,风寒犯目证、风热犯目证、气虚风热证、肝肾 亏虚证,Ontological terms,v2,0
2102,目肿,Mu Zhong,指一侧或两侧目珠胀痛不适,眼,阴虚血瘀 证、阴虚阳亢证、火毒炽盛证、水轮气滞血瘀证,Ontological terms,v2,0
2103,目赤疼痛,Mu Chi Teng Tong,眼内、目珠疼痛，或眼眶疼痛不适,眼,风热犯目证（风热壅盛）或虚火上炎证、里实热证,Ontological terms,v2,0
2104,眩悸,Xuan Ji,,,,Ontological terms,v2,0
2105,眼底出血,Yan Di Chu Xie,"眼底出血不是一种独立的眼病，而是许多眼病和某些全身疾病所共有的特征。常见于高血压视网膜病变、糖尿病及肾病引起的视网膜病变。视网膜静脉周围炎、视网膜静脉阻塞、视盘血管炎以及血液病引起视网膜病变，眼外伤性眼底出血。由于各种不同的病因导致相同的病理损害，如视网膜出血，渗出,微血管瘤、新生血管等。",,,Ontological terms,v2,0
2106,眼结膜炎,Yan Jie Mo Yan,,,,Ontological terms,v2,0
2107,睾丸肿痛,Gao Wan Zhong Tong,,,,Ontological terms,v2,0
2108,破伤风,Po Shang Feng,破伤风是由破伤风梭菌侵入人体伤口后，在厌氧环境下生长繁殖，产生嗜神经外毒素而引起全身肌肉强直性痉挛为特点的急性传染病。重型患者可因喉痉挛或继发严重肺部感染而死亡，新生儿破伤风由脐带感染引起，病死率很高。中医亦称“破伤风”，是指先有破伤，风毒之邪由创口侵入而引起惊风的一种疾病。,,,Ontological terms,v2,0
2109,秃疮,Tu Chuang,秃疮，又名“白秃疮”，俗称“白鬎鬁“（音辣利）。生在头上，初起白痂，搔痒难忍，蔓延成片，久则发枯脱落，形成秃斑，但癒后毛发常可再生。多由不洁的理发工具或梳、帽等传染而致。本病类于白癣。,,,Ontological terms,v2,0
2110,积聚,Ji Ju,腹部胀大，但腹中有气体积聚，空虚如 鼓,腹部,,Ontological terms,v2,0
2111,窦道,Dou Dao,溃疡形成管道，疮孔处流脓经久淋 漓不断，体表与深部组织相通，只有外口,体表,湿热下注 证、阴虚邪恋证、气血两虚证、肝肾阴虚证,Ontological terms,v2,0
2112,筋伤骨折,Jin Shang Gu Zhe,,,,Ontological terms,v2,0
2113,筋挛,Jin Luan,筋挛，证名。即筋瘛。指肢体筋脉挛急抽瘛。《灵枢·刺节真邪》认为系虚邪搏于筋所致。除感邪因素外，亦可由津血亏耗，筋脉失荣致病。多见于痹病、痉病、中风等病。《张氏医通·挛》：“《内经》言挛皆属肝，肝主筋故也。有热有寒，有虚有实。热挛者，经所谓肝气热则筋膜干，筋膜干则筋急而挛，六味丸加牛膝、当归之类；因于湿，首如裹，湿热不攘，大筋软短，小筋弛张，软短为拘，弛张为痿，先（口畜）瓜蒂散，次与羌活胜湿汤；虚邪搏筋则筋急，五积散；血虚则筋急，增损四物汤；剧劳筋脉拘急疼痛少眠者，黄芪丸，更于暖室中近火按摩为佳；虚风袭于经脉，手足拘挛，屈伸短缩，腹痛，爪甲唇俱青，转筋不思饮食，甚则舌卷囊缩，木瓜散；拘挛瘫痪，口目斜，骨节疼酸，行步不正者，舒筋三圣散，痹湿筋挛骨痛者，续断丸；误汗漏风，筋挛缩急，或方士用木鳖发汗；见风筋脉拘挛者，并宜桂枝汤加归、附……”参见筋急、痹、痉、中风等条。,,,Ontological terms,v2,0
2114,筋骨折伤,Jin Gu Zhe Shang,,,,Ontological terms,v2,0
2115,筋骨拘挛,Jin Gu Ju Luan,疼痛伴有肌肉挛急,肢体,寒邪凝滞证、虚寒 证、湿热证、瘀热证,Ontological terms,v2,0
2116,筋骨痛,Jin Gu Tong,,,,Ontological terms,v2,0
2117,筋骨痪软,Jin Gu Huan Ruan,,,,Ontological terms,v2,0
2118,筋骨痰软,Jin Gu Tan Ruan,,,,Ontological terms,v2,0
2119,类血友病,Lei Xie You Bing,,,,Ontological terms,v2,0
2120,类风湿性关节炎,Lei Feng Shi Xing Guan Jie Yan,类风湿性关节炎具体病因尚未完全明确，目前认为其病因与环境因素、病毒感染、遗传、性激素及神经精神状态等因素密切相关：,,,Ontological terms,v2,0
2121,红斑狼疮,Hong Ban Lang Chuang,红斑狼疮是一个累及身体多系统多器官，临床常见类型为盘状红蝴蝶疮和系统性红蝴蝶疮。其特点是盘状红蝴蝶疮好发于面颊部，主要表现为皮肤损害，多为慢性局限性。属中医“红蝴蝶疮”范畴。,,,Ontological terms,v2,0
2122,红疹,Hong Zhen,红疹（exanthema），是指丘形小粒，高出於皮肤表面，呈界限性突起的红色疹子而言。可见于多种皮肤病，过敏反应较为常见。因根据具体病因导致的红疹而施展治疗。,,,Ontological terms,v2,0
2123,细菌性感染,Xi Jun Xing Gan Ran,,,,Ontological terms,v2,0
2124,细菌性感染引起炎症肿毒,Xi Jun Xing Gan Ran Yin Qi Yan Zheng Zhong Du,,,,Ontological terms,v2,0
2125,经多,Jing Duo,,,,Ontological terms,v2,0
2126,经络气滞,Jing Luo Qi Zhi,,,,Ontological terms,v2,0
2127,经闭痛经,Jing Bi Tong Jing,,,,Ontological terms,v2,0
2128,结块,Jie Kuai,,,,Ontological terms,v2,0
2129,结核,Jie He,结核病（Tuberculosis）俗称痨病，是由结核杆菌引起的全身性传染性疾病。一年四季都可以发病，15岁到35岁的青少年是结核病的高发峰年龄。潜伏期4～8周。人与人之间呼吸道传播是本病传染的主要方式。传染源是接触排菌的肺结核患者。,,,Ontological terms,v2,0
2130,结核性瘘管,Jie He Xing Lv Guan,,,,Ontological terms,v2,0
2131,结胸,Jie Xiong,结胸，证名。因邪气内结，胸腹胀满疼痛，手不可近之证。因太阳病、太少并病误下，表热内陷或实邪传里，与胸中水饮互结所致。《伤寒论·辨太阳病脉证并治》：“太阳病，脉浮而动数，……医反下之，动数变迟，膈内拒痛，胃中空虚，客气动膈，短气躁烦，心中懊憹，阳气内陷，心下因硬，则为结胸，大陷胸汤主之。”“结胸者，项亦强，如柔痉状，下之则和，宜大陷胸丸。”“太阳少阳并病，而反下之，成结胸，心下硬，下利不止，水浆不下，其人心烦。”“伤寒十余者，热结在里，复往来寒热者，与大柴胡汤；但结胸，无大热者，此为水结在胸胁也，但头微汗出者，大陷胸汤主之。”“太阳病，重发汗，而复下之，不大便五六日，舌上燥而渴，日晡所小有潮热，从心下至少腹硬满而痛，不可近者，大陷胸汤主之。”因证候、病情不同，有大结胸、小结胸、寒结胸、热结胸、水结胸、血结胸之分，详见各条。,,,Ontological terms,v2,0
2132,结胸痞满,Jie Xiong Pi Man,,,,Ontological terms,v2,0
2133,绝经期眩晕,Jue Jing Qi Xuan Yun,,,,Ontological terms,v2,0
2134,绦虫病,Tao Chong Bing,绦虫病是指寄生人体的各种绦虫所引起的疾病，我国所见主要是猪肉绦虫或牛肉绦虫病。本病的流行和饮食习惯及猪、牛饲养方法不当有密切关系。中医称绦虫为“白虫”、“寸白虫”。,,,Ontological terms,v2,0
2135,继发性血小板减少性紫癜,Ji Fa Xing Xie Xiao Ban Jian Shao Xing Zi Dian,,,,Ontological terms,v2,0
2136,缠身蛇丹,Chan Shen She Dan,,,,Ontological terms,v2,0
2137,翳障,Yi Zhang,中医泛指视觉被阻隔或视力障碍。《卫生易简方·卷之七》：“明眼去翳障，久服视物鲜明。”达美君 主编.简明中医语词辞典.上海：上海科学技术出版社.2004.第796页.,,,Ontological terms,v2,0
2138,聘耳流脓,Pin Er Liu Nong,,,,Ontological terms,v2,0
2139,聤耳,Ting Er,聤耳(suppurative otitis media)，发生于中耳部的急性或慢性化脓性耳病。其特征是急性发作者，初起耳内瘙痒，继而暴肿赤热，剧烈跳痛，耳窍流脓，伴有怕冷、发热等全身症状；慢性发作者，初起耳内胀痛，继而耳窍流脓，疼痛减轻，有全身不适，发热等症状。因有耳窍流脓，所以又叫耳脓。相当于西医的化脓性中耳炎。治疗以清肝火，化湿热为原则。,,,Ontological terms,v2,0
2140,聤耳流脓,Ting Er Liu Nong,,,,Ontological terms,v2,0
2141,肉暗紫黑,Rou An Zi Hei,,,,Ontological terms,v2,0
2142,肝火眩晕,Gan Huo Xuan Yun,肝火眩晕，病证名。肾阴不足，肝火上亢所致的眩晕。《证治汇补·眩晕章》：“肝火眩晕，黑瘦人肾水亏少，肝枯木动，复挟相火，上踞高巅而眩晕。”证见头晕头痛，面红升火，口苦目赤，舌质红，脉弦数。偏火旺者，治宜清肝泻火，用龙胆泻肝汤；偏阴虚者，治宜滋阴降火，用知柏地黄丸。本症见于高血压等病症。参见眩晕条。,,,Ontological terms,v2,0
2143,肝炎,Gan Yan,肝炎是肝脏的炎症。肝炎的原因不同，最常见的是病毒造成的，此外还有自身免疫造成的。肝炎的早期症状及表现，如：食欲减退，消化功能差，进食后腹胀，没有饥饿感；厌吃油腻食物等。中医定其病位不全在肝，而肝炎之病无论属于何证，亦多与湿浊内蕴相关。,,,Ontological terms,v2,0
2144,肝热头晕,Gan Re Tou Yun,,,,Ontological terms,v2,0
2145,肝病出血,Gan Bing Chu Xie,,,,Ontological terms,v2,0
2146,肝硬化,Gan Ying Hua,肝硬化是临床常见的慢性进行性肝病，指由一种或多种病因长期或反复作用形成的以肝组织弥漫性纤维化、假小叶和再生结节为组织学特征的弥漫性肝损害。肝硬化在临床上分为肝功能代偿期及肝功能失代偿期，此两期分别属于中医“积聚”、“臌胀”的范畴。,,,Ontological terms,v2,0
2147,肝肾不足腰膝酸冷,Gan Shen Bu Zu Yao Xi Suan Leng,,,,Ontological terms,v2,0
2148,肝肾阴虚眩晕,Gan Shen Yin Xu Xuan Yun,,,,Ontological terms,v2,0
2149,肝肾阴虚眩晕耳鸣,Gan Shen Yin Xu Xuan Yun Er Ming,,,,Ontological terms,v2,0
2150,肝胃气痛,Gan Wei Qi Tong,肝胃气痛，病证名。情志郁结，肝气犯胃所致的胃痛。见《柳选四家医案·环溪草堂医案》。《类证治裁·胃脘痛》：“因肝乘胃而脘痛者，气冲胁胀，当辛酸制木，吴萸、白芍、青皮、木瓜、厚朴、延胡、金橘。”,,,Ontological terms,v2,0
2151,肝胆病,Gan Dan Bing,,,,Ontological terms,v2,0
2152,肝脾肿大,Gan Pi Zhong Da,肝脾肿大是指肝脏和脾脏均增大。肝脾一般在肋下不能触及，当内脏下垂或横膈下降或深吸气时，肝脾才能被触及，但不超过肋下1cm，且质地较软。肝脾肿大常见于慢性肝炎、伤寒、血吸虫病、肝硬化早期、白血病时；粒细胞白血病时，可见高度脾肿大。,,,Ontological terms,v2,0
2153,肠出血,Chang Chu Xie,肠缺血是指供应肠道血液的血管因某种原因发生阻塞，致使肠道的血液来源减少或丧失，不能供肠道的生理活动所需，肠壁发生淤血、水肿或溃疡，严重者还可发生坏死、出血、穿孔和腹膜炎。,,,Ontological terms,v2,0
2154,肠炎,Chang Yan,肠炎是细菌、病毒、真菌和寄生虫等引起的胃肠炎、小肠炎和结肠炎。临床表现有恶心、呕吐、腹痛、腹泻、稀水便或粘液脓血便。部分病人可有发热及里急后重感觉，故亦称感染性腹泻。,,,Ontological terms,v2,0
2155,肠燥便秘,Chang Zao Bian Mi,,,,Ontological terms,v2,0
2156,肠痈,Chang Yong,是指发生于肠道的痈肿，属内痈范畴,大肠,气机不畅，气滞血瘀,Ontological terms,v2,0
2157,肠痈肿痛,Chang Yong Zhong Tong,,,,Ontological terms,v2,0
2158,肠绞痛,Chang Jiao Tong,“肠绞痛”是大肠痉挛所造成的疼痛，经常让小宝宝哭闹个不停，甚至能够持续哭闹个1-2小时。由于婴儿不会讲话，对于身体的不适，只会以啼哭做为主要的肢体语言。婴儿肠绞痛的特点为间歇性的哭闹。,,,Ontological terms,v2,0
2159,肠风,Chang Feng,中医病名。肠风为便血的一种，指因外感得之，血清而色鲜，多在粪前，自大肠气分而来的便血。临床所见多为实证，常用凉血泻热，息风宁血法治疗，药酒亦不离此原则。,,,Ontological terms,v2,0
2160,肠风泻血,Chang Feng Xie Xie,,,,Ontological terms,v2,0
2161,肢体不遂,Zhi Ti Bu Sui,,,,Ontological terms,v2,0
2162,肢体痿软,Zhi Ti Wei Ruan,,,,Ontological terms,v2,0
2163,肢体酸,Zhi Ti Suan,,,,Ontological terms,v2,0
2164,肢体重,Zhi Ti Zhong,,,,Ontological terms,v2,0
2165,肢节拘挛,Zhi Jie Ju Luan,,,,Ontological terms,v2,0
2166,肩臂痛,Jian Bi Tong,,,,Ontological terms,v2,0
2167,肩臂酸,Jian Bi Suan,,,,Ontological terms,v2,0
2168,肩臂酸痛麻木,Jian Bi Suan Tong Ma Mu,,,,Ontological terms,v2,0
2169,肩臂麻木,Jian Bi Ma Mu,两侧或左、右肩臂部肌肤知觉消失，不知痛痒。,肩臂,气滞血瘀、气血两虚、风痰阻络,Ontological terms,v2,0
2170,肺出血,Fei Chu Xie,,,,Ontological terms,v2,0
2171,肺捞,Fei Lao,,,,Ontological terms,v2,0
2172,肺炎,Fei Yan,肺炎是指终末气道、肺泡和肺间质的炎症，可由疾病微生物、理化因素、免疫损伤、过敏及药物所致。细菌性肺炎是最常见的肺炎，也是最常见的感染性疾病之一。中医上认为肺炎常因外感风邪和劳倦过度导致肺失宣降、痰热郁阻而发病。,,,Ontological terms,v2,0
2173,肺热咳喘,Fei Re Ke Chuan,,,,Ontological terms,v2,0
2174,肺热喘嗽,Fei Re Chuan Sou,,,,Ontological terms,v2,0
2175,肺热痰壅,Fei Re Tan Yong,,,,Ontological terms,v2,0
2176,肺燥咳嗽,Fei Zao Ke Sou,肺燥咳嗽，病名。肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少，喉中声哑，烦渴引饮，大便秘涩，肌肤枯燥。《症因脉治·伤燥咳嗽》：“天行燥烈，燥从火化，肺被燥伤则必咳嗽。”《不居集》卷十五：“肺燥咳嗽，金性喜清润，润则生水，以滋脏腑。若本体一燥，则水源渐竭，火无所制，金受火燥，则气自乱而咳嗽，嗽则喉干声哑，烦渴引饮，痰结便闭，肌肤枯燥，形神虚萎，脉必虚数，久则涩数无神。”《金匮翼·燥咳》：“肺燥者，肺虚液少而燥气乘之也。其状咳甚而少涎沫，咽喉干，气哽不利。子和云：燥乘肺者，气壅不利，百节内痛，皮肤干燥，大便秘涩，涕唾稠粘。”治宜清燥润肺，用润肺止嗽方、清燥救肺汤、门冬饮子等。参见咳嗽、伤燥咳嗽条。,,,Ontological terms,v2,0
2177,肺痈吐脓,Fei Yong Tu Nong,,,,Ontological terms,v2,0
2178,肺痨咳血,Fei Lao Ke Xie,,,,Ontological terms,v2,0
2179,肺结核,Fei Jie He,即为肺痨,,,Ontological terms,v2,0
2180,肺结核咳嗽,Fei Jie He Ke Sou,,,,Ontological terms,v2,0
2181,肺虚咳嗽,Fei Xu Ke Sou,咳嗽的一种。多因肺阴不足所致。症见咳嗽少痰，或痰中带血，形体消瘦，心烦失眠，午后潮热，面红颧赤等。治宜养阴清肺，化痰止咳，用月华丸加减。也有肺气虚者，症见咳嗽气喘，咳声低微，易汗，脉软无力，宜补益肺气，用温肺汤(《类证治裁》：白术、半夏、干姜、五味子、细辛、枳壳、肉桂)。,,,Ontological terms,v2,0
2182,肺虚咳血,Fei Xu Ke Xie,,,,Ontological terms,v2,0
2183,肾与小腹冷痛,Shen Yu Xiao Fu Leng Tong,,,,Ontological terms,v2,0
